index,city_state,count_crimes,lat,lng,population
"1012","Fort Walton Beach, FL",2,30.4249,-86.6194,22521
"1013","Fort Wayne, IN",17,41.0886,-85.1437,334122
"1014","Fort Worth, TX",152,32.7811,-97.3473,909585
"1015","Foster City, CA",6,37.5553,-122.2659,33901
"1016","Fostoria, OH",9,41.1601,-83.412,14458
"1017","Fountain Valley, CA",7,33.7105,-117.9514,55357
"1018","Fountain, CO",8,38.6886,-104.6829,30735
"1019","Fowler, CA",1,36.6243,-119.6737,6790
"1020","Fowlerville, MI",2,42.6596,-84.0743,3802
"1021","Fox Lake, IL",1,42.4239,-88.1844,10451
"1022","Fox River Grove, IL",1,42.1955,-88.2147,4573
"1023","Framingham, MA",21,42.3085,-71.4368,74416
"1024","Frankenmuth, MI",1,43.3321,-83.7395,5560
"1025","Frankfort, IN",1,40.281,-86.5213,16136
"1026","Frankfort, KY",29,38.1924,-84.8643,38852
"1027","Franklin Lakes, NJ",16,41.0086,-74.2083,11119
"1028","Franklin, IN",8,39.4938,-86.0546,25608
"1029","Franklin, KY",8,36.7178,-86.5595,10118
"1030","Franklin, MI",2,42.5187,-83.303,3246
"1031","Franklin, OH",7,39.5538,-84.295,11612
"1032","Franklin, TN",10,35.9216,-86.8525,83097
"1033","Franklinton, LA",1,30.8479,-90.1459,3745
"1034","Frankston, TX",1,32.0561,-95.5043,1170
"1035","Fraser, MI",10,42.5388,-82.9496,14480
"1036","Frederick, CO",1,40.1089,-104.9694,13960
"1037","Frederick, MD",3,39.4336,-77.4141,156787
"1038","Fredericksburg, VA",4,38.2992,-77.4872,168909
"1039","Fredericktown, MO",1,37.5643,-90.2987,4215
"1040","Freeman, SD",1,43.35,-97.4288,1275
"1041","Freeport, TX",14,28.9454,-95.3601,12136
"1042","Freer, TX",1,27.8823,-98.6181,2666
"1043","Fremont, CA",16,37.5265,-121.9852,241110
"1044","Fremont, MI",2,43.463,-85.9541,4494
"1045","Fremont, OH",2,41.3536,-83.1148,22191
"1046","Fresno, CA",101,36.7831,-119.7941,703498
"1047","Fridley, MN",5,45.0841,-93.2595,27826
"1048","Frisco, CO",2,39.5792,-106.0916,3174
"1049","Frisco, TX",5,33.1555,-96.8215,200490
"1050","Front Royal, VA",13,38.926,-78.1838,19719
"1051","Fruita, CO",2,39.1549,-108.7307,13478
"1052","Fullerton, CA",9,33.8841,-117.9279,138632
"1053","Fulton, KY",5,36.5145,-88.8819,3762
"1054","Fulton, MO",1,38.8551,-91.9511,12596
"1055","Fultondale, AL",1,33.6177,-86.8015,9284
"1056","Fyffe, AL",2,34.4496,-85.9049,1045
"1057","Gahanna, OH",13,40.0251,-82.8637,35483
"1058","Gainesville, FL",45,29.6804,-82.3458,202335
"1059","Gainesville, TX",2,33.6391,-97.1488,16886
"1060","Galax, VA",3,36.6661,-80.9176,6347
"1061","Galena Park, TX",2,29.7452,-95.2333,10757
"1062","Galesburg, IL",4,40.9506,-90.3763,33767
"1063","Galesburg, MI",23,42.2911,-85.4182,2081
"1064","Gallatin, TN",3,36.3782,-86.4696,42918
"1065","Gallaway, TN",2,35.3274,-89.6066,647
"1066","Galt, CA",8,38.2693,-121.3,27954
"1067","Galveston, TX",17,29.2487,-94.891,50446
"1068","Garden City, ID",2,43.6526,-116.2743,11969
"1069","Garden City, KS",6,37.9754,-100.8529,29659
"1070","Garden City, MI",9,42.3244,-83.3412,26408
"1071","Garden Grove, CA",28,33.7787,-117.9601,171644
"1072","Gardena, CA",4,33.8944,-118.3073,59329
"1073","Gardner, KS",1,38.8158,-94.93,22031
"1074","Gardner, MA",1,42.5845,-71.9867,20683
"1075","Garfield Heights, OH",12,41.4199,-81.6038,27448
"1076","Garfield, WA",1,47.0103,-117.1395,609
"1077","Garland, TX",19,32.91,-96.6305,239928
"1078","Garrettsville, OH",1,41.2843,-81.0933,6123
"1079","Garwood, NJ",1,40.6513,-74.3231,4352
"1080","Gastonia, NC",15,35.2494,-81.1853,182581
"1081","Gates, TN",1,35.8407,-89.4081,612
"1082","Gatlinburg, TN",1,35.725,-83.4938,3860
"1083","Gaylord, MI",4,45.0213,-84.6803,8388
"1084","Geneseo, IL",1,41.4508,-90.154,6495
"1085","Georgetown, KY",24,38.2249,-84.5482,36994
"1086","Georgetown, OH",2,38.8683,-83.8993,4243
"1087","Georgetown, SC",3,33.3595,-79.2958,11754
"1088","Georgetown, TX",2,30.6668,-97.6953,79604
"1089","Germantown, TN",5,35.0829,-89.7825,39225
"1090","Gervais, OR",1,45.1078,-122.8962,2762
"1091","Gettysburg, SD",2,45.006,-99.9539,1081
"1092","Gibbsboro, NJ",4,39.8332,-74.9657,2218
"1093","Gibraltar, MI",2,42.096,-83.2029,4519
"1094","Giddings, TX",1,30.1833,-96.9279,5254
"1095","Gilbert, AZ",17,33.3101,-111.7463,254114
"1096","Gillette, WY",6,44.2752,-105.4983,36032
"1097","Gilmer, TX",4,32.7317,-94.946,5220
"1098","Gilroy, CA",5,37.0047,-121.5855,118993
"1099","Girard, OH",4,41.1666,-80.6963,9227
"1100","Gladewater, TX",2,32.5426,-94.9465,6341
"1101","Gladstone, MI",1,45.8522,-87.0356,4698
"1102","Gladstone, MO",9,39.2133,-94.5593,27489
"1103","Glasgow, KY",17,37.0047,-85.9263,14485
"1104","Glassboro, NJ",50,39.7014,-75.1113,20288
"1105","Glen Cove, NY",1,40.8709,-73.6287,27166
"1106","Glen Ridge, NJ",4,40.8041,-74.2043,7574
"1107","Glen Rock, NJ",3,40.9601,-74.1249,11707
"1108","Glendale, AZ",68,33.5791,-112.2311,252381
"1109","Glendale, CA",21,34.1818,-118.2468,199303
"1110","Glendale, CO",5,39.7036,-104.9352,5141
"1111","Glendora, CA",4,34.1449,-117.8468,51544
"1112","Glens Falls, NY",1,43.3109,-73.6459,63499
"1113","Glenview, IL",2,42.0825,-87.8216,47308
"1114","Glenwood Springs, CO",9,39.5455,-107.3346,11962
"1115","Glenwood, IL",1,41.5409,-87.6116,8715
"1116","Gloucester City, NJ",2,39.8924,-75.1172,11219
"1117","Gloucester, MA",2,42.626,-70.6897,30430
"1118","Glouster, OH",1,39.5023,-82.0842,2626
"1119","Gloversville, NY",1,43.0491,-74.3465,27512
"1120","Goddard, KS",1,37.6658,-97.5621,4796
"1121","Golden, CO",9,39.7406,-105.2118,20767
"1122","Goleta, CA",4,34.436,-119.8596,30911
"1123","Gonzales, CA",1,36.506,-121.4429,8306
"1124","Gonzales, LA",2,30.2132,-90.9234,10957
"1125","Goodhue, MN",1,44.4007,-92.6255,1177
"1126","Goodland, KS",1,39.3489,-101.7142,4469
"1127","Goodlettsville, TN",2,36.3327,-86.7029,16798
"1128","Goodyear, AZ",3,33.2613,-112.3622,86840
"1129","Goose Creek, SC",5,32.9925,-80.0054,43665
"1130","Goshen, IN",2,41.5743,-85.8308,34217
"1131","Gower, MO",1,39.6129,-94.5947,1454
"1132","Graham, TX",2,33.1017,-98.5778,8755
"1133","Grain Valley, MO",5,39.0168,-94.2085,14526
"1134","Grand Blanc, MI",2,42.9258,-83.6181,7870
"1135","Grand Coulee, WA",1,47.9392,-119.0028,1048
"1136","Grand Forks, ND",11,47.9218,-97.0886,64748
"1137","Grand Haven, MI",3,43.0553,-86.2201,11047
"1138","Grand Junction, CO",27,39.0876,-108.5673,139143
"1139","Grand Ledge, MI",1,42.7534,-84.7448,7896
"1140","Grand Prairie, TX",4,32.6872,-97.0209,194543
"1141","Grand Rapids, MI",47,42.962,-85.6562,609314
"1142","Grand Ridge, IL",1,41.2361,-88.831,525
"1143","Grandview, MO",4,38.8802,-94.5227,24856
"1144","Grandville, MI",11,42.9003,-85.7564,15858
"1145","Grangeville, ID",4,45.926,-116.1225,3245
"1146","Granite Falls, NC",1,35.7966,-81.4233,4659
"1147","Granite Falls, WA",2,48.0874,-121.9706,7713
"1148","Grant, MI",5,43.3348,-85.8094,884
"1149","Grants Pass, OR",2,42.4333,-123.3317,55837
"1150","Grantsville, UT",5,40.6148,-112.4777,12064
"1151","Grapevine, TX",5,32.9343,-97.0744,55281
"1152","Grass Valley, CA",3,39.2237,-121.0521,34196
"1153","Grayling, MI",2,44.6566,-84.7091,3790
"1154","Graymoor-Devondale, KY",2,38.2733,-85.6177,2948
"1155","Grayslake, IL",3,42.3402,-88.0338,20725
"1156","Grayson, KY",1,38.3317,-82.9371,5277
"1157","Graysville, TN",2,35.4493,-85.0763,1580
"1158","Great Bend, KS",3,38.3593,-98.8016,15144
"1159","Great Falls, MT",1,47.5022,-111.2995,65131
"1160","Greeley, CO",24,40.4151,-104.7706,137810
"1161","Greeleyville, SC",2,33.5801,-79.9901,380
"1162","Green Bay, WI",7,44.515,-87.9896,207557
"1163","Green Cove Springs, FL",1,29.9904,-81.6807,8577
"1164","Green River, WY",1,41.5124,-109.4708,11906
"1165","Greenbelt, MD",4,38.9953,-76.8885,23224
"1166","Greenbrier, TN",6,36.4239,-86.7976,6852
"1167","Greeneville, TN",39,36.168,-82.8197,23683
"1168","Greenfield, CA",4,36.3232,-121.2451,17646
"1169","Greenfield, IN",1,39.7936,-85.7737,23006
"1170","Greenfield, MA",7,42.614,-72.5985,22703
"1171","Greenhills, OH",6,39.267,-84.5194,3567
"1172","Greensboro, NC",59,36.0956,-79.8269,343090
"1173","Greensburg, KY",1,37.2599,-85.4966,2066
"1174","Greenville, AL",1,31.8437,-86.6379,7395
"1175","Greenville, MI",4,43.1797,-85.2533,9672
"1176","Greenville, NC",13,35.5956,-77.3768,130118
"1177","Greenville, OH",1,40.1043,-84.6209,12720
"1178","Greenville, SC",4,34.8353,-82.3647,484465
"1179","Greenville, TX",2,33.1116,-96.1098,28827
"1180","Greenwood Village, CO",8,39.6152,-104.913,15735
"1181","Greenwood, IN",1,39.6019,-86.1073,59458
"1182","Greer, SC",4,34.9313,-82.2315,33373
"1183","Gresham, OR",10,45.5023,-122.4413,109381
"1184","Gretna, LA",1,29.9101,-90.0515,17647
"1185","Gridley, CA",4,39.3622,-121.6971,9237
"1186","Grinnell, IA",4,41.7361,-92.7244,9116
"1187","Grosse Pointe Farms, MI",5,42.4067,-82.8992,9114
"1188","Grosse Pointe Park, MI",6,42.3794,-82.9288,11050
"1189","Grosse Pointe Woods, MI",7,42.4366,-82.8987,15332
"1190","Grosse Pointe, MI",1,42.3915,-82.9118,5154
"1191","Grottoes, VA",1,38.2692,-78.8252,4367
"1192","Grove City, OH",26,39.8659,-83.0694,41820
"1193","Groveland, FL",1,28.6021,-81.8204,16423
"1194","Groveport, OH",4,39.8585,-82.8978,5621
"1195","Grover Beach, CA",1,35.1204,-120.6199,13459
"1196","Gulfport, MS",31,30.4271,-89.0703,220987
"1197","Gunnison, CO",1,38.5455,-106.9225,7195
"1198","Guntersville, AL",2,34.367,-86.2638,8571
"1199","Gurdon, AR",1,33.9155,-93.1544,2085
"1200","Guthrie, KY",1,36.6502,-87.1741,1409
"1201","Guthrie, OK",2,35.8428,-97.4357,11661
"1202","Guttenberg, NJ",2,40.7927,-74.0048,11121
"1203","Guymon, OK",1,36.6901,-101.4776,10996
"1204","Hackensack, NJ",19,40.889,-74.0461,44188
"1205","Hackettstown, NJ",4,40.854,-74.8257,9356
"1206","Haddonfield, NJ",5,39.8955,-75.0346,11317
"1207","Hailey, ID",3,43.5141,-114.3,11409
"1208","Haleyville, AL",1,34.2331,-87.6175,4142
"1209","Hallandale Beach, FL",6,25.9854,-80.1423,39847
"1210","Hallettsville, TX",1,29.4429,-96.9436,2637
"1211","Hamburg, PA",1,40.5561,-75.9825,4355
"1212","Hamilton, MT",1,46.2527,-114.1598,6964
"1213","Hamilton, OH",38,39.3938,-84.5653,62082
"1214","Hamilton, TX",1,31.6997,-98.1208,3012
"1215","Hammond, IN",13,41.6169,-87.491,75522
"1216","Hammonton, NJ",6,39.6572,-74.7678,13934
"1217","Hampton, SC",2,32.8676,-81.1092,4049
"1218","Hampton, VA",22,37.0551,-76.363,134510
"1219","Hamtramck, MI",24,42.3954,-83.056,21599
"1220","Hanahan, SC",1,32.9302,-80.0027,26917
"1221","Hancock, MI",2,47.1355,-88.5987,4506
"1222","Hanford, CA",7,36.3274,-119.6549,94028
"1223","Harahan, LA",1,29.9374,-90.203,9250
"1224","Harbor Beach, MI",2,43.8456,-82.6554,1587
"1225","Hardeeville, SC",3,32.2951,-81.0318,7290
"1226","Harlingen, TX",5,26.1917,-97.6976,136037
"1227","Harper Woods, MI",9,42.439,-82.9292,13746
"1228","Harriman, TN",2,35.9307,-84.5602,22708
"1229","Harrisburg, PA",7,40.2752,-76.8843,442289
"1230","Harrison, NJ",2,40.7431,-74.1531,20061
"1231","Harrisonburg, VA",20,38.4361,-78.8735,72386
"1232","Harrodsburg, KY",6,37.7654,-84.8474,8916
"1233","Hart, MI",6,43.6972,-86.3639,2485
"1234","Hartford, CT",37,41.7661,-72.6834,905152
"1235","Hartford, MI",4,42.2047,-86.1661,2592
"1236","Hartshorne, OK",1,34.8389,-95.5585,2345
"1237","Hartsville, SC",4,34.3676,-80.0833,14693
"1238","Harvey, IL",1,41.6076,-87.6521,24408
"1239","Harwood Heights, IL",1,41.9663,-87.8057,8333
"1240","Haskins, OH",1,41.4648,-83.7043,1237
"1241","Hastings, MI",2,42.6498,-85.2887,7670
"1242","Hastings, PA",1,40.6647,-78.7094,1154
"1243","Haven, KS",1,37.9016,-97.7831,1188
"1244","Haverhill, MA",51,42.7838,-71.0871,64014
"1245","Havre, MT",1,48.5427,-109.6803,10155
"1246","Hawaiian Gardens, CA",17,33.8303,-118.0728,14159
"1247","Haworth, NJ",4,40.9622,-73.9976,3393
"1248","Hawthorne, CA",15,33.9146,-118.3476,86068
"1249","Hawthorne, NJ",4,40.9579,-74.1581,18753
"1250","Hays, KS",9,38.8815,-99.3218,21421
"1251","Haysville, KS",4,37.5649,-97.3527,11338
"1252","Hayward, CA",24,37.6328,-122.0772,159203
"1253","Hayward, WI",1,46.0094,-91.4826,2607
"1254","Hazard, KY",2,37.2583,-83.1977,8118
"1255","Hazel Park, MI",2,42.4619,-83.0977,16347
"1256","Hazelwood, MO",1,38.7931,-90.3899,25117
"1257","Hazleton, PA",1,40.9504,-75.9724,55604
"1258","Healdsburg, CA",3,38.6229,-122.8651,11845
"1259","Heath, OH",11,40.0241,-82.4412,10942
"1260","Heavener, OK",3,34.8919,-94.6075,3636
"1261","Heber, UT",1,40.5068,-111.3984,25877
"1262","Hedwig Village, TX",2,29.7799,-95.5193,2634
"1263","Heflin, AL",1,33.6471,-85.5698,3409
"1264","Helena-West Helena, AR",9,34.5314,-90.6201,10299
"1265","Helena, MT",31,46.5965,-112.0202,52936
"1266","Helper, UT",2,39.6898,-110.8597,2105
"1267","Hemet, CA",8,33.7341,-116.9969,177253
"1268","Hemingway, SC",1,33.7533,-79.4462,395
"1269","Hempstead, TX",2,30.1004,-96.0779,8355
"1270","Henderson, KY",12,37.8397,-87.5798,28207
"1271","Henderson, NV",40,36.0133,-115.038,320189
"1272","Henderson, TX",9,32.1576,-94.796,14569
"1273","Hendersonville, NC",1,35.3242,-82.4576,14157
"1274","Hendersonville, TN",7,36.3063,-86.5998,58113
"1275","Hercules, CA",6,38.0064,-122.2564,26276
"1276","Herington, KS",1,38.6863,-96.8667,2268
"1277","Hermiston, OR",1,45.8323,-119.2858,29512
"1278","Hermosa Beach, CA",3,33.8654,-118.3966,19320
"1279","Herndon, VA",3,38.9699,-77.3867,24601
"1280","Herscher, IL",1,41.0493,-88.1006,1504
"1281","Hertford, NC",1,36.1813,-76.4673,2113
"1282","Hesperia, CA",10,34.3975,-117.3147,95750
"1283","Hesston, KS",1,38.1403,-97.4272,3742
"1284","Hewitt, TX",1,31.452,-97.196,14937
"1285","Hiawatha, KS",2,39.8517,-95.5381,3118
"1286","Hickory Creek, TX",1,33.1114,-97.0313,4795
"1287","Hickory, NC",11,35.7425,-81.323,218323
"1288","High Bridge, NJ",3,40.6684,-74.894,3410
"1289","High Point, NC",18,35.9907,-79.9938,179913
"1290","Highland Heights, KY",2,39.0355,-84.4567,7065
"1291","Highland Heights, OH",1,41.5518,-81.4691,8373
"1292","Highland Park, MI",29,42.4052,-83.0977,10775
"1293","Highland Park, NJ",47,40.5006,-74.4283,13711
"1294","Highland Village, TX",1,33.0897,-97.0615,16668
"1295","Highland, CA",7,34.1113,-117.1654,55417
"1296","Highland, IN",3,41.5485,-87.4587,22316
"1297","Highlands, NJ",4,40.4036,-73.9899,4714
"1298","Hightstown, NJ",12,40.2686,-74.5253,5304
"1299","Hilliard, OH",7,40.0353,-83.1578,36534
"1300","Hillsboro, IL",1,39.1668,-89.4735,6984
"1301","Hillsboro, OR",9,45.5272,-122.9361,109128
"1302","Hillsboro, TX",3,32.0091,-97.1151,8476
"1303","Hillsborough, NC",3,36.0681,-79.0994,7161
"1304","Hillsdale, MI",6,41.9266,-84.6356,11223
"1305","Hillsdale, NJ",10,41.0074,-74.044,10307
"1306","Hillview, KY",2,38.0563,-85.6848,9225
"1307","Hinton, OK",1,35.4793,-98.359,3219
"1308","Hinton, WV",3,37.6651,-80.8828,2357
"1309","Hitchcock, TX",2,29.2945,-95.025,7914
"1310","Ho-Ho-Kus, NJ",1,41.0001,-74.0972,4065
"1311","Hoboken, NJ",60,40.7453,-74.0279,52677
"1312","Hoffman Estates, IL",1,42.0639,-88.1468,50932
"1313","Hoisington, KS",2,38.518,-98.7773,2472
"1314","Holbrook, AZ",1,34.9044,-110.1672,5084
"1315","Holland, MI",19,42.7677,-86.0985,100432
"1316","Holland, OH",7,41.6192,-83.7083,1655
"1317","Hollister, CA",3,36.8563,-121.3981,48992
"1318","Holly Hill, SC",4,33.3245,-80.413,1178
"1319","Holly Springs, MS",1,34.7768,-89.4466,7798
"1320","Holly, MI",2,42.7987,-83.6235,8313
"1321","Hollywood, FL",1,26.0294,-80.1679,154817
"1322","Holtville, CA",1,32.813,-115.378,7664
"1323","Homer, MI",2,42.1461,-84.8103,1645
"1324","Homestead, FL",16,25.4665,-80.4472,69523
"1325","Homewood, IL",4,41.5591,-87.661,18703
"1326","Hominy, OK",1,36.422,-96.3929,3388
"1327","Honea Path, SC",3,34.4476,-82.395,3826
"1328","Honolulu, HI",44,21.3294,-157.846,820987
"1329","Hood River, OR",2,45.7092,-121.5258,15949
"1330","Hoover, AL",27,33.3754,-86.8064,85768
"1331","Hope Mills, NC",9,34.969,-78.9559,15849
"1332","Hopewell, VA",2,37.2915,-77.2985,22529
"1333","Hopkins, MI",1,42.6251,-85.7633,607
"1334","Hopkins, MN",2,44.9261,-93.4056,18468
"1335","Hopkinsville, KY",26,36.8386,-87.4776,31569
"1336","Hoquiam, WA",2,46.9863,-123.9022,8655
"1337","Horse Cave, KY",1,37.1738,-85.9146,4460
"1338","Horseshoe Bay, TX",1,30.5403,-98.3804,4024
"1339","Hot Springs, AR",4,34.4892,-93.0501,60767
"1340","Hotchkiss, CO",1,38.799,-107.7136,928
"1341","Houghton, MI",4,47.1119,-88.5672,15543
"1342","Houston, TX",138,29.7863,-95.3889,5464251
"1343","Howard City, MI",1,43.3947,-85.4683,1830
"1344","Howell, MI",1,42.6078,-83.9339,9604
"1345","Hubbard, OH",4,41.1595,-80.5672,7419
"1346","Huber Heights, OH",27,39.8595,-84.113,38154
"1347","Hudson, MI",1,41.8569,-84.3451,2210
"1348","Hudson, NY",3,42.2515,-73.7859,10413
"1349","Hudson, OH",7,41.2399,-81.4408,22237
"1350","Hudson, WI",27,44.9637,-92.7316,24832
"1351","Hueytown, AL",1,33.4237,-87.022,15322
"1352","Hughson, CA",1,37.602,-120.866,7565
"1353","Humboldt, TN",3,35.8254,-88.9043,8456
"1354","Huntersville, NC",4,35.4058,-80.8727,58098
"1355","Huntington Beach, CA",52,33.696,-118.0025,199223
"1356","Huntington Park, CA",11,33.98,-118.2167,57509
"1357","Huntington Woods, MI",10,42.4816,-83.1685,6265
"1358","Huntington, WV",19,38.4109,-82.4344,186034
"1359","Huntland, TN",1,35.0579,-86.2689,844
"1360","Huntsville, TX",1,30.705,-95.5544,42241
"1361","Huron, SD",1,44.3622,-98.2102,13427
"1362","Hurricane, UT",4,37.1487,-113.3517,22666
"1363","Hurst, TX",2,32.8353,-97.1808,38655
"1364","Hutchinson, KS",24,38.0671,-97.9081,42531
"1365","Hutto, TX",1,30.5373,-97.5516,27947
"1366","Idaho Falls, ID",3,43.4872,-112.0362,100442
"1367","Idaho Springs, CO",1,39.7445,-105.5003,1786
"1368","Imperial Beach, CA",7,32.5689,-117.1184,27440
"1369","Imperial, CA",1,32.839,-115.5719,18120
"1370","Independence, KS",7,37.2118,-95.7328,8931
"1371","Independence, KY",7,38.951,-84.5492,28521
"1372","Independence, MO",35,39.0871,-94.3501,116672
"1373","Independence, OH",4,41.378,-81.6385,7175
"1374","Independence, OR",1,44.8551,-123.1948,10272
"1375","Indian Hills, KY",1,38.2808,-85.6616,2968
"1376","Indian Shores, FL",1,27.8536,-82.8438,1468
"1377","Indianapolis, IN",282,39.7771,-86.1458,1588961
"1378","Indianola, IA",1,41.3629,-93.5652,16015
"1379","Indio, CA",5,33.7346,-116.2346,417059
"1380","Industry, CA",1,34.0175,-117.9267,202
"1381","Inglewood, CA",5,33.9566,-118.3444,108151
"1382","Inkster, MI",22,42.2935,-83.3148,24284
"1383","Interlaken, NJ",1,40.235,-74.0166,789
"1384","Inver Grove Heights, MN",21,44.8247,-93.0596,35672
"1385","Iola, KS",7,37.9274,-95.4006,5288
"1386","Ione, CA",1,38.3613,-120.9422,8568
"1387","Ionia, MI",2,42.9772,-85.0727,14122
"1388","Iowa City, IA",9,41.6559,-91.5303,118041
"1389","Iowa Park, TX",2,33.9622,-98.6819,6339
"1390","Irmo, SC",2,34.1018,-81.1957,12483
"1391","Iron River, MI",1,46.0966,-88.6396,2995
"1392","Irondale, AL",2,33.544,-86.6599,12893
"1393","Ironton, OH",1,38.5319,-82.6777,10532
"1394","Ironwood, MI",3,46.4522,-90.1505,6448
"1395","Irvine, CA",26,33.6772,-117.7738,287401
"1396","Irvine, KY",2,37.6969,-83.9685,2964
"1397","Irving, IL",1,39.2053,-89.4054,462
"1398","Ishpeming, MI",2,46.4862,-87.6658,12198
"1399","Isle of Palms, SC",1,32.8043,-79.7552,4360
"1400","Issaquah, WA",10,47.544,-122.0471,39509
"1401","Ithaca, NY",11,42.4442,-76.5032,55137
"1402","Jackson Center, OH",1,40.4385,-84.0413,1465
"1403","Jackson, AL",1,31.5318,-87.8915,4642
"1404","Jackson, MI",25,42.2431,-84.4037,87110
"1405","Jackson, OH",1,39.046,-82.6492,11462
"1406","Jackson, SC",1,33.3284,-81.7925,1803
"1407","Jackson, TN",16,35.6535,-88.8353,74065
"1408","Jacksonville Beach, FL",1,30.2782,-81.4045,23628
"1409","Jacksonville, AL",1,33.8088,-85.7545,12544
"1410","Jacksonville, AR",6,34.8807,-92.1302,28235
"1411","Jacksonville, FL",23,30.3322,-81.6749,1181496
"1412","Jacksonville, NC",9,34.7288,-77.3941,108856
"1413","Jacksonville, TX",2,31.9642,-95.2617,14815
"1414","Jamesburg, NJ",1,40.3494,-74.44,5885
"1415","Jamestown, KY",1,36.9896,-85.0662,1791
"1416","Jamestown, NY",5,42.0975,-79.2366,40493
"1417","Jamestown, OH",2,39.6599,-83.7424,4038
"1418","Jamestown, TN",44,36.4319,-84.9341,2106
"1419","Janesville, MN",1,44.1214,-93.7107,2252
"1420","Janesville, WI",11,42.6855,-89.0136,70755
"1421","Jasper, AL",3,33.8503,-87.2708,13431
"1422","Jasper, TN",1,35.0664,-85.6228,3448
"1423","Jay, OK",1,36.4273,-94.7954,2542
"1424","Jefferson City, MO",1,38.5676,-92.1759,58025
"1425","Jefferson City, TN",3,36.1197,-83.4838,8194
"1426","Jefferson, IA",1,42.0173,-94.3798,4102
"1427","Jeffersontown, KY",6,38.2048,-85.5701,27715
"1428","Jenks, OK",1,35.9981,-95.9737,23767
"1429","Jennings, MO",5,38.723,-90.2644,14575
"1430","Jerome, ID",4,42.7183,-114.5159,11996
"1431","Jersey City, NJ",38,40.7161,-74.0682,262075
"1432","Johnson City, TN",14,36.3406,-82.3803,127571
"1433","Johnstown, CO",1,40.3499,-104.9481,21048
"1434","Johnstown, OH",1,40.15,-82.6881,5098
"1435","Johnstown, PA",9,40.3258,-78.9193,63141
"1436","Joliet, IL",8,41.5189,-88.1499,147344
"1437","Jonesboro, AR",2,35.8212,-90.6791,78394
"1438","Jonesborough, TN",7,36.2959,-82.4766,5611
"1439","Jonesville, MI",3,41.9785,-84.6656,2215
"1440","Joplin, MO",7,37.0758,-94.5018,84048
"1441","Jordan, MN",2,44.6652,-93.6351,6402
"1442","Junction City, KS",3,39.0271,-96.8496,35677
"1443","Juneau, AK",10,58.4546,-134.1739,31974
"1444","Juneau, WI",1,43.4052,-88.7041,2668
"1445","Jupiter, FL",7,26.9199,-80.1128,65791
"1446","Jurupa Valley, CA",4,34.001,-117.4705,109527
"1447","Kalama, WA",1,46.0164,-122.8402,3951
"1448","Kalamazoo, MI",13,42.2749,-85.5882,215193
"1449","Kalispell, MT",10,48.2156,-114.3262,39182
"1450","Kanab, UT",1,37.0262,-112.5219,4931
"1451","Kannapolis, NC",2,35.4764,-80.6403,50841
"1452","Kansas City, KS",1,39.1234,-94.7443,152960
"1453","Kansas City, MO",436,39.1239,-94.5541,1636715
"1454","Katy, TX",3,29.7904,-95.8353,21729
"1455","Kaufman, TX",1,32.5769,-96.316,7788
"1456","Kaukauna, WI",2,44.2776,-88.2645,16270
"1457","Kaysville, UT",1,41.029,-111.9456,32390
"1458","Keansburg, NJ",89,40.4471,-74.1316,9632
"1459","Kearny, NJ",10,40.7528,-74.1202,41058
"1460","Keego Harbor, MI",6,42.6088,-83.3443,3381
"1461","Keene, NH",5,42.9494,-72.2997,22786
"1462","Keizer, OR",5,45.0029,-123.0241,39713
"1463","Keller, TX",2,32.9337,-97.2255,47213
"1464","Kelso, WA",6,46.1236,-122.891,12417
"1465","Kenbridge, VA",1,36.9608,-78.1283,1197
"1466","Kenmore, WA",1,47.7516,-122.2489,23097
"1467","Kenner, LA",1,30.0109,-90.2549,66340
"1468","Kennewick, WA",7,46.1978,-119.1732,240735
"1469","Kenosha, WI",2,42.5864,-87.8765,124972
"1470","Kenova, WV",1,38.4026,-82.5822,2961
"1471","Kent, OH",1,41.149,-81.361,29646
"1472","Kent, WA",92,47.3887,-122.2129,132319
"1473","Kentwood, MI",9,42.8852,-85.5925,51898
"1474","Kerman, CA",1,36.7249,-120.0625,15282
"1475","Kernersville, NC",1,36.1066,-80.0844,24660
"1476","Ketchum, ID",1,43.6868,-114.3731,4160
"1477","Kettering, OH",6,39.6957,-84.1495,54855
"1478","Kettle Falls, WA",1,48.6055,-118.062,1635
"1479","Key Biscayne, FL",2,25.6908,-80.1653,12846
"1480","Key West, FL",11,24.5637,-81.7768,31401
"1481","Kilgore, TX",3,32.3979,-94.8603,18265
"1482","Kill Devil Hills, NC",1,36.0167,-75.6699,20951
"1483","Killeen, TX",1,31.0754,-97.7296,258009
"1484","Kimberly, ID",4,42.5345,-114.3695,4054
"1485","Kinde, MI",1,43.9405,-82.9963,414
"1486","King, NC",10,36.2766,-80.3564,6861
"1487","Kingman, AZ",4,35.217,-114.0105,46524
"1488","Kingsburg, CA",1,36.5245,-119.5602,12108
"1489","Kingsford, MI",1,45.8061,-88.0994,4951
"1490","Kingsport, TN",18,36.5224,-82.5453,119666
"1491","Kingston, NY",2,41.9295,-73.9968,54791
"1492","Kingston, TN",2,35.8713,-84.4959,5994
"1493","Kingstree, SC",1,33.6665,-79.8292,5610
"1494","Kinnelon, NJ",1,40.9847,-74.3862,9896
"1495","Kirkland, WA",17,47.6974,-122.2054,93010
"1496","Kirksville, MO",4,40.1986,-92.5753,17602
